word,word_diac,ipa,id,meaning_en,cefr,freq,meaning_cn
سائق,سَائِق,sāʾiqin,2177,driver,B1,26.17,n：司机；驾驶员
تعارض,تُعَارِض,tuʿāriḍu,2178,oppose,B1,26.09,v：矛盾；冲突；对立
توسيع,تَوْسِيع,tawsīʿi,2179,expansion,B1,26.07,v：扩大；扩展；拓宽
عيب,عَيْب,ʿaybin,2180,defect,B1,26.07,n：缺陷；缺点；瑕疵
نظير,نَظِير,naẓīri,2181,for,B1,26.07,n：对应物；类似物；同位素
توتر,تُوتِر,tūtirin,2182,tension,B1,26.03,n：紧张；张力；电压
معلوم,مَعْلُوم,maʿlūmin,2183,unknown,B1,26.02,adj：已知的；n：已知事物
تتبع,تَتْبَع,tatbaʿu,2184,tracking,B1,25.99,v：跟踪；追随；n：跟踪
بيض,بَيْض,bayḍa,2185,egg,B1,25.98,n：蛋；卵；pl：鸡蛋
مقيم,مُقِيم,muqīmin,2186,resident,B1,25.98,n：居民；定居者；adj：定居的
ذنب,ذَنْب,thanbin,2187,guilt,B1,25.97,n：尾巴；罪过；过失
غفر,غُفِر,ḡufira,2188,forgiveness,B1,25.97,v：原谅；宽恕；赦免
ظهور,ظُهُور,ẓuhūri,2189,rise of,B1,25.95,n：出现；显现；背部
عدة,عِدَّة,ʿiddati,2190,several,B1,25.95,n：工具；装备；期限
زينة,زِينَة,zīnati,2191,decoration,B1,25.86,n：装饰；饰品；华丽
طه,طه,ṭhu,2192,Taha,B1,25.83,propn：塔哈（《古兰经》章节名）
نضال,نِضَال,niḍālin,2193,struggle,B1,25.83,n：斗争；奋斗；抗争
أيلول,أَيْلُول,ʾaylūla,2194,September,B1,25.82,propn：九月（叙利亚、黎巴嫩等地用语）
تضخم,تُضْخُّم,tuḍkhumi,2195,inflation,B1,25.79,n：膨胀；通货膨胀；肿大
هجم,هَجَم,hajama,2196,attack,B1,25.79,v：袭击；攻击；猛扑
إجماع,إجْمَاع,ʾijmāʿa,2197,consensus,B1,25.74,n：一致；共识；公议
انهيار,انْهِيَار,ānhiyāri,2198,collapse,B1,25.74,n：崩溃；倒塌；瓦解
راد,رَادّ,rādda,2199,rad,B1,25.71,v：拒绝；驳回；击退
استجابة,اسْتِجَابَة,āstijābati,2200,response,B1,25.66,n：响应；反应；回答
لحمة,لُحْمَة,luḥmatu,2201,meat,A1,25.65,n：肉；肌肉；核心
أعلن,أَعْلَنَّ,aʿlanna,2202,announce,B1,116.87,v：宣布；宣告；发表
برلماني,بِرْلْمَانِيّ,birlmāniyyin,2203,parliamentarian,B1,25.6,adj：议会的；n：议员
مرضي,مَرْضِي,marḍī,2204,patients,B1,25.58,adj：令人满意的；可接受的
متفق,مُتَّفَق,muttafaqin,2205,agreed,B1,25.55,adj：一致的；同意的
هرم,هَرَم,harami,2206,pyramid,B1,25.55,n：金字塔；锥体；等级制度
فناء,فِنَاء,fināʾi,2207,yard,B1,25.53,n：庭院；消失；毁灭
تخفيف,تَخْفِيف,takhfīfi,2208,mitigation,B1,25.51,n：减轻；缓解；减免
سرد,سَرْد,sarda,2209,narrative,B1,25.51,n：叙述；列举；串联
تفاعل,تُفَاعُل,tufāʿuli,2210,interaction,B1,25.49,n：互动；反应；相互作用
لجوء,لِجُوْء,lijuwʾin,2211,asylum,B1,25.49,n：避难；求助；诉诸
ديان,دِيَان,diyāna,2212,Diane,B1,25.46,n：宗教信徒；adj：虔诚的
مرسوم,مَرْسُوم,marsūmin,2213,decree,B1,25.42,n：法令；命令；条例
تفرض,تُفْرِض,tufriḍu,2214,impose,B1,25.4,v：强加；规定；征收
صنف,صِنْف,ṣinfi,2215,class,B1,25.39,n：类别；种类；v：分类
قديس,قَدِيسٍ,qadīsin,2216,saint,B1,25.38,n：圣人；圣徒
رى,رَى,rā,2217,Ri,B1,25.36,v：灌溉；浇水；认为
مشاعر,مَشَاعِر,mashāʿira,2218,feelings,B1,25.31,n：感情；情绪；感受
ترخيص,تَرْخِيصِ,tarkhīṣi,2219,license,B1,25.3,n：许可证；执照；许可
حينئذ,حِينَئِذٍ,ḥīnaʾithin,2220,then,B1,25.29,adv：那时；当时
أنظر,أَنْظُر,ʾanẓura,2221,look,B1,25.25,v：看；注视；考虑
بلاغة,بَلَاغَة,balāḡatin,2222,rhetoric,B1,25.24,n：修辞学；雄辩；口才
عميد,عَمِيد,ʿamīdin,2223,dean,B1,25.22,n：院长；系主任；资深者
نعيش,نُعيش,nuʿyshu,2224,we live,B1,25.22,v：我们生活；我们居住
مبدع,مُبْدِع,mubdiʿin,2225,creative,B1,25.21,adj：有创造力的；创新的
جزيرة,جَزِيرَة,jazīratun,2226,island,B1,25.19,n：岛屿
قدير,قَدِير,qadīrun,2227,able,B1,25.19,adj：有能力的；能干的
شىء,شَىْءَ,shāʾa,2228,something,B1,25.17,n：东西；事物
شِعْري,شِعْرِي,shiʿrī,2229,my hair,B1,25.13,adj：诗歌的；诗意的
انطلق,انْطَلَقَ,ānṭalaqa,2230,set out,B1,25.1,v：出发；开始；启动
محمول,مَحْمُول,maḥmūli,2231,mobile,B1,25.09,adj：便携的；可移动的；n：手机
نعيم,نَعِيم,naʿīmun,2232,bliss,B1,25.09,n：天堂；极乐；幸福
تأخر,تَأَخَّر,taʾakharu,2233,late,B1,25.06,v：迟到；延误；落后
تعال,تَعَال,taʿālu,2234,come on,B1,25.05,v：过来；来吧（命令式）
فلاح,فَلَاح,falāḥin,2235,peasant,B1,25.04,n：农民；农夫
أشبه,أَشْبَه,ʾashbahu,2236,more like,B1,25.02,v：相似；类似
مستوطن,مُسْتَوْطِنُ,mustawṭinu,2237,settler,B1,25,n：定居者；殖民者
خلو,خُلْو,khulwin,2238,free,B1,24.98,n：空；空虚；v：腾空；离开
كونجرس,كَوَنَجْرُس,kawanajrusin,2239,congress,B1,24.97,n：国会（特指美国国会）
مسح,مَسْح,masḥi,2240,survey,B1,24.97,v：擦拭；抹去；扫描
أجمع,أَجْمَعَ,ajmaʿa,2241,whole,B1,24.96,v：聚集；集合；一致同意
خسر,خُسِر,khusiru,2242,lose,B1,24.93,v：失去；亏损；失败
منكر,مُنْكِر,munkiru,2243,denier,B1,24.93,n：丑事；恶行；否认
أديب,أُدِيب,ʾudībun,2244,Adib,B1,24.92,n：文学家；文人；有教养的人
اجنبي,اجْنِبِي,ājnibī,2245,foreign,B1,24.92,adj：外国的；n：外国人
حلمة,حَلَمَة,ḥalmatun,2246,dug,B1,24.88,n：乳头；奶嘴
كيلو,كَيْلُو,kaylū,2247,kilo,A1,24.86,n：公斤（kilogram的缩写）
سماح,سَمَاح,samāḥi,2248,allowing,B1,24.85,n：允许；许可；宽容
ملكة,مَلَكَةَ,malakata,2249,queen,B1,24.84,n：女王；王后；才能
يبقى,يَبْقَى,yabqā,2250,remain,B1,24.8,v：保持；留下；仍然是
جيداً,جَيِّدًا,jayyidan,2251,good,A2,36.13,adv：很好地；非常
مدرس,مُدَرِّس,mudarrisu,2252,teacher,A2,24.78,n：教师；老师
مهار,مَهَار,mahārin,2253,skilled,B1,24.78,v：抑制；阻止；控制
متطرف,مُتَطَرِّف,mutaṭarrifun,2254,extremist,B1,24.75,adj：极端的；n：极端分子
صواب,صَوَاب,ṣawābu,2255,right,B1,24.73,n：正确；准确；恰当
عقود,عُقُود,ʿuqūdu,2256,decades,B1,24.73,n：合同；契约；十年
منتهى,مُنْتَهَى,muntahā,2257,utmost,B1,24.73,n：终点；尽头；极限
ميدان,مَيْدَان,maydānu,2258,field,B1,24.73,n：广场；场地；领域
حقاً,حَقًّا,ḥaqqan,2259,really,A2,34.67,adv：确实；真的
هود,هُوَد,huwada,2260,Hood,B1,24.68,n：胡德（先知名）；连帽衫
تفعيل,تَفْعِيل,tafʿīli,2261,activated,B1,24.67,n：激活；启用；生效
نجيب,نَجِيب,najība,2262,Najib,B1,24.63,n：纳吉布（人名）
حامد,حَامِدٌ,ḥāmidun,2263,Hamid,B1,24.6,n：哈米德（人名）
عانة,عَانَة,ʿānati,2264,pubic,B1,24.6,n：阴阜；耻骨区
لعل,لَعَلّ,laʿalla,2265,perhaps,B1,24.59,modal：也许；可能；但愿
واكد,وَاكِد,wākidu,2266,confirmed,B1,24.58,v：强调；确认；证实
طيور,طُيُور,ṭuyūrin,2267,birdhouse,B1,24.57,n：鸟（复数）
يفترض,يَفْتَرِض,yaftariḍu,2268,supposed,B1,24.56,v：假设；假定；认为
ظالم,ظَالِم,ẓālimin,2269,unjust,B1,24.55,adj：不公正的；暴虐的；压迫者
منازل,مَنَازِلَ,manāzila,2270,houses,B1,24.55,n：房屋（复数）；住宅；级别
يوم الأربعاء,يَوْمَ الْأَرْبِعَاء,yawma alʾarbiʿāʾi,2271,on Wednesday,A1,24.54,n：星期三
صيانة,صِيَانَة,ṣiyānati,2272,maintenance,B1,24.52,n：维护；保养；维修
فلم,فَلَم,falam,2273,movie,B1,24.51,n：电影
وفد,وَفْد,wafdu,2274,delegation,B1,24.51,n：代表团；使团
نبأ,نَبَأ,nabaʾa,2275,news,B1,24.49,n：消息；新闻；音讯
ترد,تُرَدّ,turadda,2276,respond,B1,24.47,v：返回；回复；犹豫
قنطار,قِنْطَار,qinṭārun,2277,quintal,B1,24.46,n：坎塔尔（重量单位，约100公斤）
موجه,مُوَجِّه,muwajjihun,2278,directed,B1,24.46,n：导向；指导；波
تأثر,تَأَثَّر,taʾaṯṯaru,2279,was affected by,B1,24.44,n：影响；受感染；受影响
إثر,إِثْر,ʾiṯra,2280,following,B1,24.43,prep：在...之后；由于；接着
عمالة,عِمَالَة,ʿimālati,2281,employment,B1,24.43,n：劳动力；雇佣；劳工
مربع,مُرَبَّع,murabbaʿi,2282,square,B1,24.37,n：正方形；广场；平方
تظل,تَظُلّ,taẓulla,2283,remain,B1,24.36,v：保持；仍然是；持续
رحيل,رَحِيل,raḥīli,2284,departure,B1,24.29,n：离开；出发；离别
مولى,مَوْلَى,mawlā,2285,sire,B1,24.28,n：主人；保护者；领主
اشترك,اشْتَرَكَ,āshtaraka,2286,subscribe,B1,24.26,v：参加；订阅；共享
يثير,يُثِير,yuṯīra,2287,raise,B1,24.26,v：引起；激起；激发
مدرة,مُدَرَة,mudaratin,2288,generating,B1,24.25,n：一桶（量词）；桶
أشرف,أَشْرِف,ʾashrifu,2289,oversee,B1,24.21,v：监督；管理；濒临
تفاوض,تُفَاوُض,tufāwuḍin,2290,negotiate,B1,24.2,v：谈判；协商；讨价还价
انتفاض,انْتِفَاض,āliāntifāḍi,2291,rise up,B1,24.19,v：起义；暴动；反抗
عفو,عَفْو,ʿafwin,2292,amnesty,B1,24.19,n：原谅；赦免；宽恕
ظلمة,ظُلْمَة,ẓulmati,2293,darkness,B1,24.17,n：黑暗；昏暗；阴暗
غادر,غَادِر,ḡādiru,2294,left,B1,24.15,v：离开；出发；遗弃
إنجيل,إِنْجِيل,ʾinjīli,2295,Gospel of,B1,24.14,n：福音书；圣经
مصالحة,مُصَالَحَة,muṣālaḥatin,2296,reconciliation,B1,24.12,n：和解；调解；妥协
ملاك,مُلَّاك,mullāki,2297,angel,B1,24.11,n：天使；所有者；业主
معط,مُعْطِ,muʿṭi,2298,giver,B1,24.1,n：给予者；施与者
خضراء,خَضْرَاءَ,khaḍrāʾa,2299,green,B1,24.08,adj：绿色的；新鲜的
متزايد,مُتَزَايِد,mutazāyidin,2300,growing,B1,24.06,adj：增长的；增加的；递增的
فتن,فُتِنّ,futinnin,2301,strife,B1,24.05,v：诱惑；考验；使混乱
أبد,أَبَد,ʾabadi,2302,forever,B1,24.04,n：永恒；永远
جسر,جِسْر,jisrin,2303,bridge,B1,24.04,n：桥
مراعاة,مُرَاعَاةً,murāʿātan,2304,taking into account,B1,24.04,n：照顾；考虑；遵守
تواجد,تَوَاجُد,tawājudi,2305,presence,B1,24.03,n：存在；在场；出席
معتمد,مُعْتَمَد,muʿtamadun,2306,certified,B1,24.01,adj：被授权的；被认可的；n：代表；专员
ترتب,تَرَتَّب,tarattaba,2307,arrange,B1,23.94,v：整理；安排；导致
مزرعة,مَزْرِعَة,mazriʿatan,2308,farm,B1,23.94,n：农场；种植园
حيرة,حَيْرَة,ḥayrata,2309,confused,B1,23.93,n：困惑；迷茫
نقوم,نُقُومُ,nuqūmu,2310,we do,B1,23.93,v：我们做；我们建立；我们进行
إشراف,إشْرَاف,ʾishrāfa,2311,supervision,B1,23.92,n：监督；管理；指导
زرع,زَرْع,zarʿi,2312,transplant,B1,23.92,v：种植；n：种植；庄稼
شكوى,شَكْوَى,shakwā,2313,complaint,B1,23.9,n：抱怨；诉苦
اتباع,اتِّبَاع,āttibāʿi,2314,follow,B1,23.87,n：跟随；遵从；效仿
احتياط,احْتِيَاط,āḥtiyāṭu,2315,reserve,B1,23.87,n：谨慎；预防；储备
بند,بِنَد,binadi,2316,item,B1,23.87,n：条款；项目；物品
حلفاء,حُلَفَاء,ḥulafāʾin,2317,allies,B1,23.86,n：盟友；同盟者
سقط,سَقَطَ,saqaṭa,2318,fall,B1,23.86,v：掉落；跌倒；失败
خفض,خَفْض,khafḍi,2319,reduce,B1,23.8,v：降低；减少
سند,سَنَد,sanada,2320,bond,B1,23.79,n：文件；凭证；支持
نراه,نَرَاهُ,narāhu,2321,we see,B1,23.79,v：看见；认为
تخصيص,تَخْصِيص,takhṣīṣu,2322,allocation,B1,23.76,n：分配；指定；专用
إطلاع,إطْلَاع,ʾiṭlāʿin,2323,informed,B1,23.72,n：通知；告知；了解
داء,دَاء,dāʾi,2324,disease,B1,23.71,n：疾病；弊病
مجرم,مُجَرِّم,mujarrimu,2325,criminal,B1,23.71,n：罪犯；adj：犯罪的
مؤرخ,مُؤَرِّخ,muʾarrikhu,2326,historian,B1,23.7,n：历史学家
يحتمل,يُحْتَمِل,yuḥtamilu,2327,potential,B1,23.69,v：可能；容忍；承受
عصور,عُصُور,ʿuṣūri,2328,ages,B1,23.67,n：时代；时期
تارة,تَارَةً,tāratan,2329,sometimes,B1,23.64,n：一次；一回；adv：有时
مواصفات,مُوَاصِفَات,muwāṣifāti,2330,specification,B1,23.63,n：规格；标准；特性
حكام,حُكَّام,ḥukkāmin,2331,judges,B1,23.62,n：统治者；裁判
معبر,مُعَبِّر,muʿabbirun,2332,crossing,B1,23.6,n：过境点；表达；adj：表达的
جاهز,جَاهِز,jāhizin,2333,ready,B1,23.59,adj：准备好的；就绪的
تعلن,تَعْلُّن,taʿllunu,2334,declare,B1,23.58,v：宣布；宣告
وجب,وَجَبَ,wajaba,2335,must,B1,23.54,v：必须；应该
نيسان,نَيْسَان,naysāni,2336,April,B1,23.5,n：四月
خريطة,خَرِيطَة,kharīṭatu,2337,map,B1,23.47,n：地图；图表
طاول,طَاوَلُ,ṭāwalu,2338,rival,B1,23.45,v：延长；拖延
خطة,خُطَّة,khuṭṭati,2339,plan,B1,23.44,n：计划；方案
إنتباه,إنْتِبَاه,ʾintibāhu,2340,attention,B1,23.42,n：注意；注意力
إنهاء,إنْهَاء,ʾinhāʾi,2341,end,B1,23.39,n：结束；终止；完成
تستمر,تَسْتَمِرّ,tastamirru,2342,continue,B1,23.38,v：继续；持续
قلعة,قَلْعَة,qalʿatin,2343,castle,B1,23.37,n：城堡；堡垒
تفاهم,تَفَاهُم,tafāhum,2344,understanding,B1,23.33,n：谅解；理解；协议
تساؤل,تُساؤُل,tusāʾulin,2345,question,B1,23.32,n：疑问；质问
أكاديمي,أَكَادِيمِي,ʾakādīmī,2346,academic,B1,23.29,adj：学术的；学院的
الصين,الصِّينِ,aṣ-ṣīni,2347,China,B1,23.27,n：中国
مقياس,مِقْيَاس,miqyāsi,2348,scale,B1,23.26,n：标准；尺度；测量仪器
رائد,رَائِد,rāʾidun,2349,leading,B1,23.21,n：先驱；先锋；宇航员
صلب,صُلْب,ṣulbin,2350,steel,B1,23.19,adj：坚硬的；坚定的；核心的
تسهيل,تَسْهِيل,tashīli,2351,facilitating,B1,23.17,n：便利；简化；促进
خائف,خَائِفٌ,khāʾifun,2352,afraid,B1,23.15,adj：害怕的；恐惧的
روضة,رَوْضَة,rawḍatin,2353,kindergarten,B1,23.11,n：幼儿园；花园
شفاء,شِفَاء,shifāʾi,2354,healing,B1,23.08,n：痊愈；康复
بيئي,بِيئِي,bīʾī,2355,environmental,B1,23.07,adj：环境的；生态的
شاي,شَاي,shāy,2356,tea,A1,23.05,n：茶
إدراك,إدْرَاك,ʾidrāki,2357,perception,B1,23.03,n：意识；认识；理解
زار,زَارَ,zāra,2358,he visits,B1,23.01,v：访问；参观
علة,عِلَّة,ʿillatin,2359,bug,B1,23.01,n：疾病；缺陷；原因
إعلامي,إِعْلَامِيّ,ʾiʿlāmiyyin,2360,media,B1,22.99,adj：媒体的；新闻的
تعب,تُعَب,tuʿabin,2361,fatigue,B1,22.98,n：疲劳，劳累；厌倦
رأسمال,رَأْسْمَال,raʾsmāla,2362,capital,B1,22.96,n：资本，资金；本金
هامش,هَامِش,hāmishi,2363,margin,B1,22.94,n：边缘，页边；余地，空间；利润，差价
لكن,لَكِن,lakin,2364,but,B1,22.93,conj：但是，然而
حماد,حَمَّاد,ḥammādu,2365,Hammad,B1,22.92,n：人名（哈马德）
رفيع,رَفِيع,rafīʿin,2366,senior,B1,22.92,adj：高的，崇高的；细的，纤细的
قتيل,قَتِيل,qatīlin,2367,dead,B1,22.91,n：被杀者，死者
معجز,مُعْجِز,muʿjizin,2368,miraculous,B1,22.91,adj：奇迹的，神奇的；令人惊叹的
فجوة,فَجوَة,fajwatin,2369,gap,B1,22.9,n：缺口，裂缝；差距，鸿沟
استخبار,اسْتِخْبَارٌ,āstikhbārun,2370,interrogation,B1,22.89,n：情报，侦察；调查
ميثاق,مِيثَاق,mīṯāqi,2371,charter,B1,22.87,n：盟约，公约；契约
مرحل,مَرْحَل,marḥalun,2372,deportees,B1,22.86,adj：分阶段的，分期的；按阶段的
منبر,مِنْبَر,minbari,2373,platform,B1,22.85,n：讲台，讲坛；论坛
نسيج,نُسِيج,nusījin,2374,fabric,B1,22.84,n：织物，布料；结构，组织
استهلاك,اسْتِهْلَاكِ,āstihlāki,2375,consumption,B1,22.83,n：消费，消耗；使用
زن,زِن,zini,2376,Zen,B1,22.83,n：重量；称重；重要性
باشا,بَاشَا,bāshā,2377,pasha,B1,22.8,n：帕夏（奥斯曼帝国高级官衔）
داعي,دَاعِي,dāʿī,2378,no need to,B1,22.78,n：召唤者，邀请者；传教士
عجزت,عَجَزَت,ʿajazat,2379,failed to,B1,22.77,v：未能，不能；缺乏，不足
طبع,طَبْع,ṭabʿi,2380,print,B1,22.76,n：印刷；出版；性格，本性；盖章
تكمن,تَكْمُن,takmunu,2381,lie,B1,22.73,v：隐藏；潜伏；在于
ترغب,تُرْغَب,turḡabu,2382,want to,B1,22.72,v：希望；愿意；渴望
توسع,تَوَسُّع,tawassuʿi,2383,expansion,B1,22.72,v：扩大；扩展；膨胀
جدير,جَدِير,jadīrun,2384,worth,B1,22.7,adj：值得的；配得上的；有资格的
واشار,وَاشَار,wāshāra,2385,pointed out,B1,22.7,v：指出；表明；暗示
أبداً,أَبَدًا,abadan,2386,never,B1,22.68,adv：从不；绝不；永不
فراغ,فَرَاغ,farāḡu,2387,vacuum,B1,22.66,n：真空；空白；空闲
ملحق,مُلْحَق,mulḥaqin,2388,supplement,B1,22.66,n：附件；附录；附属建筑
اعترف,اعْتَرَفَ,āʿtarafa,2389,admit,B1,22.65,v：承认；供认；坦白
حائط,حَائِط,ḥāʾiṭin,2390,wall,B1,22.65,n：墙；墙壁；围墙
مهر,مُهْر,muhra,2391,dowry,B1,22.63,n：彩礼；嫁妆；马驹
عشاء,عِشَاء,ʿishāʾi,2392,dinner,B1,22.62,n：晚餐；晚饭；晚宴
منظور,مَنْظُور,manẓūri,2393,perspective,B1,22.62,n：观点；视角；看法
مزارع,مُزَارِع,muzāriʿin,2394,farmer,B1,22.6,n：农民；农场主；种植者
حادثة,حَادِثَة,ḥādiṯati,2395,incident,B1,22.59,n：事件；事故；意外
هدد,هُدِّد,huddida,2396,threatened to,B1,22.59,v：威胁；恐吓；警告
صانع,صَانِع,ṣāniʿu,2397,maker,B1,22.58,n：制造者；创造者；工匠
متطلب,مُتَطَلِّبٍ,mutaṭallibin,2398,requirement,B1,22.58,n：要求；需求；必要条件
يضيف,يُضِيفُ,yuḍīfu,2399,add,B1,22.57,v：添加；补充；增加
فارق,فَارَق,fāraqa,2400,difference,B1,22.52,n：差异；区别；差距
غنى,غِنَى,ḡinā,2401,essential,B1,22.5,v：唱；富有
مساواة,مُسَاوَاة,musāwāta,2402,equality,B1,22.45,n：平等
إجازة,إجَازَة,ʾijāzatin,2403,leave,B1,22.43,n：假期；许可
مغلق,مُغْلَق,muḡlaqin,2404,closed,B1,22.43,adj：关闭的
تتحول,تَتَحَوَّلُ,tataḥawwalu,2405,turn,B1,22.41,v：转变
وظائف,وَظَائِف,waẓāʾifi,2406,jobs,B1,22.41,n：工作；功能
يستطع,يَسْتَطِعْ,yastaṭiʿ,2407,couldn't,B1,22.4,v：能够
تكشف,تُكْشِف,tukshifu,2408,reveal,B1,22.32,v：揭示；揭露
أعتقد,أَعْتَقِد,ʾaʿtaqidu,2409,I think,B1,115.79,v：认为
إعدام,إعْدَام,ʾiʿdāmi,2410,execution,B1,22.3,n：处决
تصدير,تَصْدِير,taṣdīri,2411,export,B1,22.3,n：出口
الناس,النَّاس,ālnnāsu,2412,people,B1,22.3,n：人们
إساءة,إسَاءَة,ʾisāʾati,2413,abuse,B1,22.27,n：虐待；滥用
احتجاج,احْتِجَاج,āḥtijāji,2414,protest,B1,22.25,n：抗议
تفتح,تُفْتَح,tuftaḥu,2415,open,B1,22.25,v：打开
زوار,زُوَار,zuwāri,2416,visitor,B1,22.25,n：访客
هجمة,هِجْمَة,hijmati,2417,attack,B1,22.22,n：攻击
ملكي,مِلْكِي,milkī,2418,royal,B1,22.21,adj：王室的
اضغط,اضْغُطّ,āḍḡuṭṭa,2419,press,B1,22.2,v：按；压
رايس,رَايِس,rāyisa,2420,Rice,B1,22.19,n：米饭
مائدة,مَائِدَة,māʾidati,2421,table,A1,22.19,n：餐桌；宴席
تجنب,تَجَنُّب,tajannubi,2422,avoid,B1,22.18,v：避免；避开
قهوة,قَهْوَة,qahwatin,2423,coffee,B1,22.17,n：咖啡
عذب,عُذْب,ʿuthbin,2424,fresh,B1,22.15,adj：甜美的；悦耳的；甘甜的
إنقاذ,إنْقَاذ,ʾinqāthi,2425,save,B1,22.13,n：拯救；救援
سقف,سَقْف,saqfi,2426,roof,B1,22.11,n：屋顶；天花板
عولم,عُوْلَمْ,uwlam,2427,globalize,B1,22.1,n：全球化
نفوس,نُفُوس,nufūsi,2428,souls,B1,22.1,n：灵魂（复数）；心灵（复数）
نَفْس,نَفْس,nafsi,2429,same,B1,232.64,n：灵魂；自身；呼吸
تطالب,تُطَالَب,tuṭālabu,2430,demand,B1,22.06,v：要求；索取
نام,نَام,nāma,2431,developing,B1,22.03,v：睡觉；入睡
طرد,طَرْد,ṭardi,2432,expel,B1,22.02,v：驱逐；开除；排出
تيمية,تَيْمِيَّة,taymiyyata,2433,Taymiyya,B1,22.01,n：泰米叶（人名或学派名）
متحف,مُتَحَفّ,mutaḥaffi,2434,museum,B1,21.99,n：博物馆
قاس,قَاس,qāsa,2435,harsh,B1,21.98,adj：严厉的；苛刻的
أوروبا,أُورُوبا,ʾūrūbā,2436,Europe,B1,21.96,n：欧洲
تتمتع,تَتَمَتَّع,tatamattaʿu,2437,enjoy,B1,21.95,v：享受；享有
توظيف,تَوْظِيف,tawẓīfi,2438,employment,B1,21.93,n：雇用；就业
تتخذ,تَتَّخِذ,tattakhith,2439,take,B1,21.92,v：采取；采纳
تتعرض,تَتَعَرَّضُ,tataʿarraḍu,2440,experience,B1,21.9,v：遭受；暴露于
عيني,عَيْنِي,ʿaynī,2441,my eyes,B1,21.88,n：我的眼睛；我的视力；我的宝贝
خمر,خَمْر,khamrin,2442,wine,B1,21.87,n：酒；葡萄酒；酒精
نفذ,نَفَذَ,nafatha,2443,implement,B1,21.87,v：穿透；执行；耗尽
ساخن,سَاخِن,sākhina,2444,heated,B1,21.8,adj：热的；烫的；激烈的
علاء,عَلاء,ʿalāʾu,2445,Alaa,B1,21.8,n：阿拉（人名）；崇高
ريف,رِيف,rīfi,2446,rural,B1,21.78,n：乡村；农村；田园
والدة,وَالِدَة,wālidatin,2447,mother,A2,21.76,n：母亲；妈妈
تحريم,تَحْرِيم,taḥrīmi,2448,prohibition of,B1,21.73,n：禁止；禁忌；禁令
نصير,نُصِير,nuṣīrin,2449,fan,B1,21.72,n：支持者；拥护者；保护者
انقلاب,انْقِلَاب,ānqilābu,2450,coup,B1,21.71,n：政变；颠覆；翻转
عاب,عَاب,ʿāba,2451,nibble,B1,21.71,v：责备；批评；指责
أقيم,أُقِيمَ,uqīma,2452,was held,B1,21.67,v：建立；设立；举行
راية,رَايَة,rāyatin,2453,flag,B1,21.67,n：旗帜；旗子；标志
مكلف,مُكَلَّف,mukallafun,2454,expensive,B1,21.63,adj：昂贵的；费力的；负责的
ولادة,وِلَادَة,wilādati,2455,birth,B1,21.63,n：出生；分娩；诞生
اختصار,اخْتِصَار,ākhtiṣāri,2456,shortcut,B1,21.61,n：缩写；简写；简化
أعد,أُعَدّ,ʾuʿadda,2457,return,B1,21.55,v：准备；预备；安排
بجاد,بِجَادِ,bijādi,2458,Bejad,B1,21.55,n：马鞍垫；鞍褥
تأمل,تَأْمُل,taʾmulu,2459,hope,B1,21.55,v：沉思；思考；冥想
تصحيح,تَصْحِيح,taṣḥīḥi,2460,correction,B1,21.53,n：修正；改正；校正
جابية,جَابِيَّةٌ,jābiyyatun,2461,reservoir,B1,21.53,n：收税员；征税员
لبن,لَبَن,labani,2462,milk,A1,21.53,n：牛奶；酸奶；凝乳
ترفض,تُرْفَض,turfaḍu,2463,reject,B1,21.52,v：拒绝；不接受；否决
مجيد,مُجِيد,mujīdin,2464,glorious,B1,21.52,n：马吉德（人名）；adj：光荣的，辉煌的
قارب,قَارِب,qāribin,2465,boat,B1,21.48,n：小船；小艇；舟
بيل,بَيْل,baylun,2466,Bill,B1,21.47,n：比尔（人名）；n：账单，票据
تخلف,تَخَلّفْ,takhallf,2467,underdevelopment,B1,21.47,v：落后；延迟；n：落后，延迟
تسويق,تَسْوِيق,taswīqi,2468,marketing,B1,21.47,n：营销；销售；市场推广
نعود,نَعُودُ,naʿūdu,2469,go back,B1,21.45,v：我们返回；我们回来（第一人称复数现在时）
قنبل,قُنْبُلُ,qunbulu,2470,bomb,B1,21.44,v：他投掷炸弹（第三人称阳性单数过去时）
تقوى,تَقْوَى,taqwā,2471,strengthen,B1,21.42,n：虔诚；敬畏（真主）；adj：虔诚的
اتهم,اتُهُمْ,ātuhum,2472,accuse,B1,21.4,v：他指责；他控告（第三人称阳性单数过去时）
صائم,صَائِم,ṣāʾimu,2473,fasting,B1,21.39,n：斋戒者；封斋的人；adj：斋戒的
كسرة,كَسْرَة,kasratin,2474,shard,B1,21.33,n：碎片；面包屑；骨折
محفظة,مَحْفَظَة,maḥfaẓatu,2475,portfolio,B1,21.3,n：钱包；皮夹；文件夹
سُنّة,سُنَّة,sunnatu,2476,year,A1,1104.76,n：逊奈（伊斯兰教法）；圣行；习惯
مبرر,مُبَرَّر,mubarrarin,2477,undue,B1,21.26,n：理由；借口；辩护
مسمى,مُسَمًّى,musamman,2478,name,B1,21.26,n：名称；称号；adj：被命名的
غطاء,غِطَاء,ḡiṭāʾi,2479,cover,B1,21.25,n：盖子；覆盖物；罩子
كتل,كُتْل,kutlin,2480,mass,B1,21.25,n：块；团；肿块
وظيفة,وَظِيفَة,waẓīfati,2481,job,B1,21.23,n：职务；职位；功能
